plant_genus_species,taxon,MF,abscission_num,barcode,herbarium,date,month,month_cat,day,year,doy,state,phenology,county,ch_leafremoved,skel,unknown.lesions,stippling,blotch.mine,serpentine.mine,leafminer.oviholes,leaf.galls,leaf.roller,sooty.mould,aphids,spidermites,softscaleinsects
clethra_alnifolia,asterid,M,NA,NA,NEBC,7/19/12,7,July,19,1912,201,Connecticut,not,Fairfield,2,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,980,NA,NEBC,7/3/01,7,July,3,1901,184,Massachusetts,flowering,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,11963,NA,NEBC,7/5/16,7,July,5,1916,187,Massachusetts,not,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,9/16/31,9,September,16,1931,259,Massachusetts,not,Middlesex,1,0,0,4,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,6/29/58,6,June,29,1958,180,Massachusetts,flowering,Middlesex,3,2,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,AA,8/5/00,8,August,5,1900,218,Massachusetts,not,Middlesex,1,0,0,1,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,8/19/08,8,August,19,1908,232,Massachusetts,not,Middlesex,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,9/5/07,9,September,5,1907,248,Massachusetts,not,Middlesex,3,0,4,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,6/16/07,6,June,16,1907,167,Massachusetts,flowering,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,15552,NA,NEBC,6/26/15,6,June,26,1915,177,Massachusetts,flowering,Middlesex,2,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,15719,NA,NEBC,7/24/15,7,July,24,1915,205,Massachusetts,not,Middlesex,4,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,6/10/03,6,June,10,1903,161,Massachusetts,not,Middlesex,2,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,GH,6/26/09,6,June,26,1909,177,Massachusetts,flowering,Suffolk,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,8/24/09,8,August,24,1909,236,Massachusetts,not,Suffolk,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,6/17/19,6,June,17,1919,168,Massachusetts,not,Norfolk,4,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,25691,NA,AA,7/6/24,7,July,6,1924,188,Massachusetts,flowering,Norfolk,2,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,GH,9/7/09,9,September,7,1909,250,Massachusetts,not,Norfolk,4,3,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,6/27/09,6,June,27,1909,178,Massachusetts,flowering,Norfolk,1,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,AA,5/30/08,5,May,30,1908,151,Massachusetts,flowering,Norfolk,1,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,7/13/24,7,July,13,1924,195,Massachusetts,flowering,Plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,16987,NA,NEBC,9/14/56,9,September,14,1956,258,Massachusetts,not,Bristol,5,0,2,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,F,,NA,NEBC,6/30/00,6,June,30,1900,182,Massachusetts,flowering,Barnstable,1,0,4,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,28807,NA,NEBC,6/28/53,6,June,28,1953,179,Massachusetts,flowering,Worcester,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,5172,NA,NEBC,6/26/13,6,June,26,1913,177,Massachusetts,flowering,Worcester,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,3611,NA,NEBC,5/30/12,5,May,30,1912,151,Massachusetts,not,Worcester,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,9/10/31,9,September,10,1931,253,Massachusetts,not,Worcester,4,0,0,1,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,2489,NA,NEBC,9/20/30,9,September,20,1930,263,Massachusetts,not,Worcester,3,0,1,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,1103,NA,NEBC,6/22/11,6,June,22,1911,173,Massachusetts,not,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,F,,NA,NEBC,6/14/53,6,June,14,1953,165,Massachusetts,not,Franklin,5,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,5/11/12,5,May,11,1912,132,Massachusetts,not,Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,5/17/13,5,May,17,1913,137,Massachusetts,not,Hampshire,1,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,5/18/13,5,May,18,1913,138,Massachusetts,not,Hampden,1,2,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,15,NA,GH,9/22/13,9,September,22,1913,265,Massachusetts,not,Hampden,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,45576,NA,AA,8/24/41,8,August,24,1941,236,Rhode_Island,not,Providence,2,0,2,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,AA,8/10/41,8,August,10,1941,222,Rhode_Island,not,Providence,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,46034,NA,NEBC,6/13/42,6,June,13,1942,164,Rhode_Island,flowering,Providence,4,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,44947,NA,AA,9/23/39,9,September,23,1939,266,Rhode_Island,not,Providence,5,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,6/17/34,6,June,17,1934,168,Connecticut,flowering,Windham,4,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,Maybe F,22982,NA,NEBC,8/1/65,8,August,1,1965,213,Connecticut,not,Windham,3,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,NEBC,6/10/22,6,June,10,1922,161,Connecticut,not,Windham,1,0,0,0,0,0,0,0,0,0,0,0,0
cornus_racemosa,asterid,M,,NA,GH,6/10/22,6,June,10,1922,161,Connecticut,flowering,Windham,0,1,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,11876,NA,NEBC,7/23/55,7,July,23,1955,204,Massachusetts,not,Essex,4,1,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,326,NA,NEBC,5/7/32,5,May,7,1932,128,Massachusetts,not,Middlesex,5,4,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,F,847,NA,NEBC,5/5/28,5,May,5,1928,126,Massachusetts,flowering,Middlesex,0,0,2,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,4/28/40,4,April,28,1940,119,Massachusetts,flowering,Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,5909,NA,NEBC,5/4/19,5,May,4,1919,124,Massachusetts,flowering,Norfolk,2,2,1,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,17264,NA,AA,9/7/18,9,September,7,1918,250,Massachusetts,not,Barnstable,4,1,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,983,NA,NEBC,9/6/10,9,September,6,1910,249,Massachusetts,not,Barnstable,0,0,2,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,2488,NA,NEBC,6/23/14,6,June,23,1914,174,Massachusetts,not,Harwick,0,0,3,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,3079,NA,GH,5/21/04,5,May,21,1904,142,Massachusetts,flowering,Barnstable,4,0,5,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,18917,NA,NEBC,8/10/19,8,August,10,1919,222,Massachusetts,not,Barnstable,4,1,1,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,F,,NA,AA,8/22/25,8,August,22,1925,234,Massachusetts,not,Dukes,4,2,1,0,1,0,1,0,0,0,0,0,0
epigaea_repens,asterid,M,1755,NA,GH,6/28/16,6,June,28,1916,180,Massachusetts,not,Dukes,3,2,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,110,NA,GH,6/4/00,6,June,4,1900,156,Massachusetts,flowering,Nantucket,3,4,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/31/14,5,May,31,1914,151,Massachusetts,flowering,Worcester,2,2,0,0,0,0,0,0,0,2,0,0,0
epigaea_repens,asterid,M,11760,NA,NEBC,8/31/30,8,August,31,1930,243,Massachusetts,not,Worcester,4,3,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,GH,6/4/10,6,June,4,1910,155,Massachusetts,not,Worcester,4,3,0,0,1,0,1,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/14/15,5,May,14,1915,134,Massachusetts,not,Worcester,4,3,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/20/16,5,May,20,1916,141,Massachusetts,flowering,Worcester,0,0,0,0,0,0,0,0,0,2,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/10/12,5,May,10,1912,131,Massachusetts,not,Worcester,3,1,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,1836,NA,NEBC,5/10/12,5,May,10,1912,131,Massachusetts,flowering,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,6/18/21,6,June,18,1921,169,Massachusetts,not,Franklin,0,0,0,2,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,GH,5/13/11,5,May,13,1911,133,Massachusetts,flowering,Franklin,5,4,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/30/01,5,May,30,1901,150,Massachusetts,flowering,Franklin,5,5,0,0,1,0,1,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/11/12,5,May,11,1912,132,Massachusetts,flowering,Franklin,3,2,0,0,0,0,0,0,0,1,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/11/12,5,May,11,1912,132,Massachusetts,flowering,Franklin,4,3,0,0,0,0,0,0,0,2,0,0,0
epigaea_repens,asterid,M,,NA,GH,4/30/36,4,April,30,1936,121,Massachusetts,flowering,Hampshire,1,4,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,1369,NA,NEBC,5/17/13,5,May,17,1913,137,Massachusetts,flowering,Hampshire,5,3,0,0,0,0,0,0,0,2,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/18/13,5,May,18,1913,138,Massachusetts,not,Hampden,1,2,1,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,GH,4/10/10,4,April,10,1910,100,Massachusetts,flowering,Berkshire,0,4,0,0,0,0,0,0,0,2,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,5/31/19,5,May,31,1919,151,Massachusetts,flowering,Berkshire,4,3,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,10137,NA,GH,5/12/33,5,May,12,1933,132,Connecticut,flowering,Hagback (?),4,1,1,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,18782,NA,NEBC,7/10/47,7,July,10,1947,191,Rhode_Island,not,Providence,4,0,2,0,0,0,0,0,0,2,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,6/19/20,6,June,19,1920,171,Rhode_Island,flowering,Kent,3,3,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,8/31/19,8,August,31,1919,243,Connecticut,not,Washington,4,1,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,4/23/04,4,April,23,1904,114,Connecticut,flowering,Hartford,3,0,0,0,0,0,0,0,0,2,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,7/7/19,7,July,7,1919,188,Connecticut,not,Washington,4,2,0,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,892,NA,NEBC,6/10/11,6,June,10,1911,161,Connecticut,not,Litchfield,4,3,4,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,48104,NA,NEBC,5/24/47,5,May,24,1947,144,Rhode_Island,not,Providence,4,2,0,0,1,0,1,0,0,2,0,0,0
epigaea_repens,asterid,M,18782,NA,NEBC,7/10/47,7,July,10,1947,191,Rhode_Island,not,Providence,2,0,1,0,0,0,0,0,0,0,0,0,0
epigaea_repens,asterid,M,,NA,NEBC,4/3/10,4,April,3,1910,93,Rhode_Island,flowering,Providence,2,0,0,0,0,0,0,0,0,3,0,0,0
galium_triflorum,asterid,M,9522,NA,NEBC,6/16/54,6,June,16,1954,167,Massachusetts,not,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,6/15/14,6,June,15,1914,166,Massachusetts,flowering,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,18362,NA,NEBC,7/30/58,7,July,30,1958,211,Massachusetts,not,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,7/11/34,7,July,11,1934,192,Massachusetts,flowering,Middlesex,1,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,6/20/03,6,June,20,1903,171,Massachusetts,not,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,7/16/08,7,July,16,1908,198,Massachusetts,not,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,16456,NA,NEBC,6/26/16,6,June,26,1916,178,Massachusetts,not,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,7/6/46,7,July,6,1946,187,Massachusetts,not,Middlesex,3,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,7/7/03,7,July,7,1903,188,Massachusetts,not,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,10446,NA,NEBC,10/2/13,10,October,2,1913,275,Massachusetts,not,Plymouth,3,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,5/30/26,5,May,30,1926,150,Massachusetts,not,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,19129,NA,NEBC,7/22/19,7,July,22,1919,203,Massachusetts,flowering,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,19127,NA,NEBC,7/9/19,7,July,9,1919,190,Massachusetts,not,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,686,NA,NEBC,8/9/27,8,August,9,1927,221,Massachusetts,flowering,Barnstable,2,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,19130,NA,NEBC,7/30/19,7,July,30,1919,211,Massachusetts,flowering,Barnstable,0,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,2457,NA,NEBC,8/10/27,8,August,10,1927,222,Massachusetts,flowering,Dukes,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,31389,NA,NEBC,8/7/54,8,August,7,1954,219,Massachusetts,not,Worcester,1,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,29419,NA,NEBC,6/16/53,6,June,16,1953,167,Massachusetts,flowering,Worcester,2,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,7/2/35,7,July,2,1935,183,Massachusetts,not,Worcester,2,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,29422,NA,NEBC,6/28/53,6,June,28,1953,179,Massachusetts,not,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,5/30/14,5,May,30,1914,150,Massachusetts,not,Worcester,3,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,5848,NA,NEBC,6/22/43,6,June,22,1943,173,Massachusetts,not,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,29421,NA,NEBC,6/16/53,6,June,16,1953,167,Massachusetts,not,Worcester,2,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,5/31/10,5,May,31,1910,151,Massachusetts,not,Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,14,NA,GH,8/10/08,8,August,10,1908,223,Massachusetts,not,Franklin,2,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,8/10/15,8,August,10,1915,222,Massachusetts,not,Hampden,2,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,90,NA,GH,9/15/13,9,September,15,1913,258,Massachusetts,not,Hampden,2,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,117,NA,GH,8/13/01,8,August,13,1901,225,Massachusetts,not,Berkshire,0,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,2,NA,GH,6/16/01,6,June,16,1901,167,Massachusetts,not,Berkshire,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,8/2/15,8,August,2,1915,214,Massachusetts,not,Berkshire,4,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,5/31/19,5,May,31,1919,151,Massachusetts,not,Berkshire,4,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,7/16/12,7,July,16,1912,198,Massachusetts,flowering,Berkshire,1,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,6/27/01,6,June,27,1901,178,Massachusetts,flowering,Berkshire,1,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,5/31/19,5,May,31,1919,151,Massachusetts,not,Berkshire,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,7/20/12,7,July,20,1912,202,Connecticut,flowering,New Haven,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,2098,NA,NEBC,7/19/14,7,July,19,1914,200,Connecticut,not,Hartford,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,GH,7/12/03,7,July,12,1903,193,Connecticut,not,Hartford,0,0,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,1358,NA,NEBC,7/16/04,7,July,16,1904,198,Connecticut,flowering,Hartford,2,0,0,1,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,4741,NA,NEBC,7/11/20,7,July,11,1920,193,Connecticut,flowering,Windham,0,1,0,0,0,0,0,0,0,0,0,0,0
galium_triflorum,asterid,M,,NA,NEBC,6/10/22,6,June,10,1922,161,Rhode_Island,not,Providence,1,0,1,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,1577,NA,NEBC,5/30/14,5,May,30,1914,150,Massachusetts,flowering,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,18016,NA,NEBC,5/19/18,5,May,19,1918,139,Massachusetts,flowering,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NA,AA,8/31/10,8,August,31,1910,243,Massachusetts,not,Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NA,GH,3/29/12,3,March,29,1912,89,Massachusetts,flowering,Norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NA,NEBC,6/21/33,6,June,21,1933,172,Massachusetts,not,Norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NA,NEBC,8/11/19,8,August,11,1919,223,Massachusetts,not,Norfolk,5,0,0,0,0,0,0,0,0,0,0,0,0
